id_biblio,pubmed,title,url,author,publisher,year,journal,volume,pages,editor,book_title,review
465,15483334,Nuns and monkeys: investigating the behavior of our oldest old,NULL,Corr,NULL,2004,Sci Aging Knowledge Environ,2004,pe38,NULL,NULL,0
466,6500408,"Life history of Hanuman langurs (Presbytis entellus). Reproductive parameters, infant mortality, and troop development",NULL,Winkler et al.,NULL,1984,Folia Primatol (Basel),43,Jan-23,NULL,NULL,0
467,NULL,Sexually antagonistic selection on primate size,NULL,Lindenfors,NULL,2002,J Evol Biol,15,595-607,NULL,NULL,NULL
468,NULL,The National Audubon Society Field Guide to North American Reptiles and Amphibians,NULL,John Behler and F. King,Chanticleer Press: New York,1979,NULL,NULL,NULL,NULL,NULL,NULL
469,7088167,Big-bang reproduction and ageing in male marsupial mice,NULL,Diamond,NULL,1982,Nature,298,115-116,NULL,NULL,0
471,15582284,The Japanese quail: a model for studying reproductive aging of hypothalamic systems,NULL,Ottinger et al.,NULL,2004,Exp Gerontol,39,1679-1693,NULL,NULL,1
472,15151924,"Ovarian aging in two species of long-lived rockfish, Sebastes aleutianus and S. alutus",NULL,de Bruin et al.,NULL,2004,Biol Reprod,71,1036-1042,NULL,NULL,0
473,NULL,The adaptable opossum,NULL,Austad,NULL,1988,Sci Am,258,54-59,NULL,NULL,NULL
474,9326312,Baboons as an animal model for genetic studies of common human disease,NULL,Rogers and Hixson,NULL,1997,Am J Hum Genet,61,489-493,NULL,NULL,1
475,7221552,Hibernation and longevity in the Turkish hamster Mesocricetus brandti,NULL,Lyman et al.,NULL,1981,Science,212,668-670,NULL,NULL,0
476,7086076,"Lipofuscin accumulation and hibernation in the Turkish hamster, Mesocricetus brandti",NULL,Papafrangos and Lyman,NULL,1982,J Gerontol,37,417-421,NULL,NULL,0
477,15314271,Ageing studies on bats: a review,NULL,Brunet-Rossinni and Austad,NULL,2004,Biogerontology,5,211-222,NULL,NULL,1
478,3018604,Low levels of calpain activity in Chiroptera brain: implications for mechanisms of aging,NULL,Baudry et al.,NULL,1986,Neurobiol Aging,7,255-258,NULL,NULL,0
479,11559899,The inner ear macular sensory epithelia of the Daubenton's bat,NULL,Kirkegaard and Jorgensen,NULL,2001,J Comp Neurol,438,433-444,NULL,NULL,0
480,8945941,"High plasma cholesterol, but low triglycerides and plaque-free arteries, in Mexican free-tailed bats",NULL,Widmaier et al.,NULL,1996,Am J Physiol,271,R1101-R1106,NULL,NULL,0
481,15610761,Diverse aging rates in metazoans: targets for functional genomics,NULL,Austad,NULL,2005,Mech Ageing Dev,126,43-49,NULL,NULL,1
482,12481136,Heart regeneration in zebrafish,NULL,Poss et al.,NULL,2002,Science,298,2188-2190,NULL,NULL,0
483,11717431,Mammalian myotube dedifferentiation induced by newt regeneration extract,NULL,McGann et al.,NULL,2001,Proc Natl Acad Sci U S A,98,13699-13704,NULL,NULL,0
484,12899856,"Effects of sex steroids, sex, and sexual maturity on cortisol production: an in vitro comparison of chinook salmon and rainbow trout interrenals",NULL,McQuillan et al.,NULL,2003,Gen Comp Endocrinol,133,154-163,NULL,NULL,0
485,NULL,"Longevity of Reptiles and Amphibians in North American Collections, Second Edition",NULL,Andrew Snider and J. Bowler,Society for the Study of Amphibians and Reptiles ,1992,NULL,NULL,NULL,NULL,NULL,NULL
455,NULL,Asdell's Patterns of Mammalian Reproduction: A Compendium of Species-Specific Data,NULL,Virginia Hayssen et al.,Comstock Publishing Associates: Ithaca,1993,NULL,NULL,NULL,NULL,NULL,NULL
486,11435299,Hematopoietic responses to stress conditions in young dogs compared with elderly dogs,NULL,Zaucha et al.,NULL,2001,Blood,98,322-327,NULL,NULL,0
487,12441130,Human telomerase can immortalize Indian muntjac cells,NULL,Zou et al.,NULL,2002,Exp Cell Res,281,63-76,NULL,NULL,0
488,11571635,Telomere lengths and telomerase activity in dog tissues: a potential model system to study human telomere and telomerase biology,NULL,Nasir et al.,NULL,2001,Neoplasia,3,351-359,NULL,NULL,0
489,15888323,"Lagomorphs (rabbits, pikas and hares) do not use telomere-directed replicative aging in vitro",NULL,Forsyth et al.,NULL,2005,Mech Ageing Dev,126,685-691,NULL,NULL,0
490,15664728,Replicative senescence in sheep fibroblasts is a p53 dependent process,NULL,Davis et al.,NULL,2005,Exp Gerontol,40,17-26,NULL,NULL,0
491,NULL,CKC Birds,http://www.ckcbirds.co.uk/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
492,NULL,The Fabulous Kakapo Parrot,http://www.kakapo.net/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,NULL,Kakapo Recovery Programme,http://www.kakaporecovery.org.nz/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,9255387,"Quantitative analysis of tau protein-immunoreactive accumulations and beta amyloid protein deposits in the cerebral cortex of the mouse lemur, Microcebus murinus",NULL,Giannakopoulos et al.,NULL,1997,Acta Neuropathol,94,131-139,NULL,NULL,0
495,7583762,Immunocytochemical characterization of Tau proteins during cerebral aging of the lemurian primate Microcebus murinus,NULL,Bons et al.,NULL,1995,C R Acad Sci III,318,741-747,NULL,NULL,0
496,7757808,Biochemical characterization of Tau proteins during cerebral aging of the lemurian primate Microcebus murinus,NULL,Delacourte et al.,NULL,1995,C R Acad Sci III,318,85-89,NULL,NULL,0
498,NULL,Instituto Argentino de Investigaciones de las Zonas Aridas,http://www.cricyt.edu.ar/INSTITUTOS/iadiza/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,NULL,Pennsylvania Game Commission - State Wildlife Management Agency,http://www.pgc.state.pa.us/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
502,NULL,Florida Museum of Natural History,http://www.flmnh.ufl.edu/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
503,NULL,"Amphibians, California and Nevada",http://ice.ucdavis.edu/CANVDecliningAmphibians/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
426,NULL,The Edmonton Reptile and Amphibian Society,http://www.edmontonreptiles.com/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
504,NULL,Morphological changes in shrews kept in captivity,NULL,Pucek,NULL,1964,Acta Theriol,8,137-166,NULL,NULL,NULL
505,NULL,C.H.E.E.T.A. Primate Sanctuary,http://cheetathechimp.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
506,12094015,Longer life spans and delayed maturation in wild-derived mice,NULL,Miller et al.,NULL,2002,Exp Biol Med (Maywood),227,500-508,NULL,NULL,0
508,NULL,Longevity survey: length of life of mammals in captivity at the London Zoo and Whipsnade Park,NULL,Anonymous,NULL,1960,Int Zoo Yb,2,288-299,NULL,NULL,NULL
509,NULL,Dasyurus maculatus,NULL,Jones et al.,NULL,2001,Mamm Species,676,01-Sep,NULL,NULL,NULL
586,12855291,Alligator physiology and life history: the importance of temperature,NULL,Lance,NULL,2003,Exp Gerontol,38,801-805,NULL,NULL,0
511,NULL,Walker's Mammals of the World,NULL,Ronald Nowak and John Paradiso,Johns Hopkins University Press: Baltimore,1983,NULL,NULL,NULL,NULL,NULL,NULL
513,NULL,Additional longevity records of American bats,NULL,Cockrum,NULL,1973,Journal of the Arizona Academy of Science,8,108-110,NULL,NULL,NULL
514,NULL,A Field Guide to the Mammals of Africa including Madagascar,NULL,Theodor Haltenorth and Helmut Diller,William Collins Sons: London,1977,NULL,NULL,NULL,NULL,NULL,NULL
515,NULL,Philippine Eagle Foundation,http://www.philippineeagle.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
516,16005173,Effects of caloric restriction on post-spawning death of ayu,NULL,Nagasaka et al.,NULL,2005,Exp Gerontol,40,556-561,NULL,NULL,0
517,15985353,Muscle mass loss in Rhesus monkeys: Age of onset,NULL,Colman et al.,NULL,2005,Exp Gerontol,40,573-581,NULL,NULL,0
518,16019179,Aging and season affect plasma dehydroepiandrosterone sulfate (DHEA-S) levels in a primate,NULL,Perret and Aujard,NULL,2005,Exp Gerontol,40,582-587,NULL,NULL,0
519,15935442,"Effects of calorie restriction on reproductive and adrenal systems in Japanese quail: Are responses similar to mammals, particularly primates?",NULL,Ottinger et al.,NULL,2005,Mech Ageing Dev,126,967-975,NULL,NULL,0
520,NULL,Growth including reproduction and morphological development,NULL,Philip Altman and Dorothy Dittmer,Federation of American Societies for Experimental Biology: Washington,1962,NULL,NULL,NULL,NULL,NULL,NULL
521,11991408,Effects of diet restriction on life span and age-related changes in dogs,NULL,Kealy et al.,NULL,2002,J Am Vet Med Assoc,220,1315-1320,NULL,NULL,0
522,NULL,The ecological basis of life history variation in marsupials,NULL,Fisher et al.,NULL,2001,Ecology,82,3531-3540,NULL,NULL,NULL
523,7926859,Age determination and longevity in fishes,NULL,Das,NULL,1994,Gerontology,40,70-96,NULL,NULL,1
524,7926851,Ageing in fishes,NULL,Patnaik et al.,NULL,1994,Gerontology,40,113-132,NULL,NULL,1
525,7926852,Age determination and longevity in amphibians,NULL,Smirina,NULL,1994,Gerontology,40,133-146,NULL,NULL,1
526,7926854,Ageing in amphibians,NULL,Kara,NULL,1994,Gerontology,40,161-173,NULL,NULL,1
527,7926855,Age estimation and longevity in reptiles,NULL,Castanet,NULL,1994,Gerontology,40,174-192,NULL,NULL,1
528,NULL,Partners in Amphibian And Reptile Conservation: Northeast Working Group,http://www.pwrc.usgs.gov/neparc/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
532,NULL,Nyctereutes procyonoides,NULL,Ward and Wurster-Hill,NULL,1990,Mamm Species,358,01-May,NULL,NULL,NULL
550,NULL,Tigerhomes.org,http://www.tigerhomes.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
534,343832,"Longevity, aging and comparative cellular and molecular biology of the house mouse, Mus musculus, and the white-footed mouse, Peromyscus leucopus",NULL,Sacher and Hart,NULL,1978,Birth Defects Orig Artic Ser,14,71-96,NULL,NULL,1
535,16048372,Aging and gene expression in the primate brain,NULL,Fraser et al.,NULL,2005,PLoS Biol,3,e274,NULL,NULL,0
537,NULL,Male-biased breeding ground fidelity and longevity in American Golden-Plovers,NULL,Johnson et al.,NULL,1997,Wilson Bull,109,348-351,NULL,NULL,NULL
538,NULL,The Smithsonian Book of North American Mammals,NULL,Don Wilson and Sue Ruff,Smithsonian Books: Washington,1999,NULL,NULL,NULL,NULL,NULL,NULL
539,NULL,Salamanders of the United States and Canada,NULL,James Petranka,Smithsonian Books: Washington,1998,NULL,NULL,NULL,NULL,NULL,NULL
540,15293332,"Demography, life history, and social structure in Propithecus diadema edwardsi from 1986-2000 in Ranomafana National Park, Madagascar",NULL,Pochron et al.,NULL,2004,Am J Phys Anthropol,125,61-72,NULL,NULL,0
541,NULL,Tibetan Yaks,http://www.tibetanyaks.com/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
542,NULL,Grzimek's Encyclopedia of Mammals,NULL,Bernhard Grzimek,McGraw-Hill: New York,1990,NULL,NULL,NULL,NULL,NULL,NULL
543,NULL,Some longevity records for vertebrates,NULL,Nigrelli,NULL,1954,Trans N Y Acad Sci,16,296-299,NULL,NULL,NULL
545,NULL,African Wildlife Safari,http://www.wildlifesafari.info/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
546,NULL,"The present status, ecology and conservation of the Mongolian gazelle, Procapra gutturosa: a review",NULL,Jiang et al.,NULL,1998,Mamm Study,23,63-78,NULL,NULL,NULL
547,12773795,"Inbreeding effects on lifetime in David's deer (Elaphurus davidianus, Milne Edwards 1866) population",NULL,Sternicki et al.,NULL,2003,J Appl Genet,44,175-183,NULL,NULL,0
548,NULL,Age-related reproductive effort in reindeer (Rangifer tarandus): evidence of senescence,NULL,Weladji et al.,NULL,2002,Oecologia,131,79-82,NULL,NULL,NULL
549,NULL,"Life-history variation of wild reindeer (Rangifer tarandus) in the highly productive North Ottadalen region, Norway",NULL,Reimers et al.,NULL,2005,J Zool,265,53-62,NULL,NULL,NULL
551,NULL,Guinness World Records,http://www.guinnessworldrecords.com/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
554,NULL,Badgers on the Web,http://www.badgers.org.uk/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
555,12398303,Atherosclerosis with multifocal myocardial infarction in a Pacific walrus (Odobenus rosmarus divergens Illiger),NULL,Gruber et al.,NULL,2002,J Zoo Wildl Med,33,139-144,NULL,NULL,0
557,NULL,Bassariscus astutus,NULL,Poglayen-Neuwall and Toweill,NULL,1988,Mamm Species,327,01-Aug,NULL,NULL,NULL
558,NULL,North American Bear Center,http://www.bear.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
559,NULL,Life history analysis for black bears (Ursus americanus) in a changing demographic landscape,NULL,Freedman et al.,NULL,2003,Ecol Model,167,47-64,NULL,NULL,NULL
560,NULL,Suricata suricatta,NULL,van Staaden,NULL,1994,Mamm Species,483,01-Aug,NULL,NULL,NULL
561,NULL,"Dolphins, Porpoises and Whales. The IUCN Red Data Book",NULL,Margaret Klinowska,"IUCN: Gland, Switzerland",1991,NULL,NULL,NULL,NULL,NULL,NULL
562,NULL,Growth and reproduction of the finless porpoise in southern China,NULL,Jefferson et al.,NULL,2002,Raffles Bull Zool,10(Suppl.),105-113,NULL,NULL,NULL
563,NULL,"The eastern horseshoe bat, Rhinolophus megaphyllus, in south-east Queensland, Australia: colony demography and dynamics, activity levels, seasonal weight changes, and capture-recapture analyses",NULL,Young,NULL,2001,Wildl Res,28,425-434,NULL,NULL,NULL
564,NULL,The Bats of Europe and North America,NULL,Wilfred Schober and Eckard Grimmberger,"TFH Publications: Neptune City, NJ",1997,NULL,NULL,NULL,NULL,NULL,NULL
565,NULL,Warwickshire Bat Group,http://www.jwaller.co.uk/batgroup/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
566,NULL,Herpailurus yaguarondi,NULL,de Oliveira,NULL,1998,Mamm Species,578,01-Jun,NULL,NULL,NULL
556,NULL,Macropus giganteus,NULL,Poole,NULL,1982,Mamm Species,187,01-Aug,NULL,NULL,NULL
567,12882350,Big mice die young: early life body weight predicts longevity in genetically heterogeneous mice,NULL,Miller et al.,NULL,2002,Aging Cell,1,22-29,NULL,NULL,0
568,1520838,Longevity of mammals in captivity--an update,NULL,Jones,NULL,1992,In Vivo,6,363-366,NULL,NULL,0
569,NULL,Population dynamics of wild bonobos (Pan paniscus) at Wamba,NULL,Furuichi et al.,NULL,1998,Int J Primatol,19,1029-1043,NULL,NULL,NULL
570,NULL,glirarium.org,http://www.glirarium.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
571,NULL,National Gerbil Society,http://www.gerbils.co.uk/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
572,NULL,Vulpes rueppelli,NULL,Lariviere and Seddon,NULL,2001,Mamm Species,678,01-May,NULL,NULL,NULL
573,NULL,The Encyclopedia of Mammals,NULL,David Macdonald,Facts on File: New York,1985,NULL,NULL,NULL,NULL,NULL,NULL
574,NULL,Brain and life span in primates,NULL,Hakeem et al.,Academic Press: San Diego,1996,NULL,NULL,78-104,"J. Birren, ed.",Handbook of the Psychology of Aging,NULL
575,NULL,Furter notes on the duration of life in animals. IV. Birds,NULL,Flower,NULL,1938,Proc Zool Soc London,Ser. A,195-235,NULL,NULL,NULL
576,NULL,Longevity records of North American birds: Gaviidae through Alcidae,NULL,Clapp et al.,NULL,1982,J Field Ornithol,53,81-124,NULL,NULL,NULL
577,NULL,Longevity records of North American birds: Supplement I,NULL,Klimkiewicz and Futcher,NULL,1989,J Field Ornithol,60,469-494,NULL,NULL,NULL
578,NULL,Longevity records of North American birds: Remizidae through Parulinae,NULL,Klimkiewicz et al.,NULL,1983,J Field Ornithol,54,287-294,NULL,NULL,NULL
579,NULL,Longevity records of North American birds: Columbidae through Paridae,NULL,Clapp et al.,NULL,1983,J Field Ornithol,54,123-137,NULL,NULL,NULL
580,NULL,Longevity records of North American birds: Coerbinae through Estrildidae,NULL,Klimkiewicz and Futcher,NULL,1987,J Field Ornithol,58,318-333,NULL,NULL,NULL
581,NULL,"Extreme longevity of the common gecko (Hoplodactylus maculatus) on Motunau Island, Canterbury, New Zealand",NULL,Bannock et al.,NULL,1999,J Ecology,23,101-103,NULL,NULL,NULL
582,NULL,Contributions to our knowledge of the duration of life in vertebrate animals. III. Reptiles,NULL,Flower,NULL,1925,Proc Zool Soc Lond,60,911-981,NULL,NULL,NULL
583,NULL,Contributions to our knowledge of the duration of life in vertebrate animals. I. Fishes,NULL,Flower,NULL,1925,Proc Zool Soc Lond,1,247-267,NULL,NULL,NULL
584,NULL,A review of the lifespans and mortality rates of fish in nature and their relation to growth and other physiological characteristics,NULL,Beverton and Holt,NULL,1959,CIBA Found Colloq on Aging,5,142-177,NULL,NULL,NULL
585,NULL,Comparative analysis of phylogenetic and fishing effects in life history patterns of teleost fishes,NULL,Rochet et al.,NULL,2000,Oikos,91,255-270,NULL,NULL,NULL
41,NULL,A twenty-five-year chronicle of a group of captive nocturnal prosimians (Perodicticus potto),NULL,Cowgill et al.,NULL,1989,Mammal Rev,19,83-89,NULL,NULL,NULL
510,NULL,Phylogenetic analysis of avian energetics: passerines and non-passerines do not differ,NULL,Reynolds and Lee,NULL,1996,Am Nat,147,735-759,NULL,NULL,NULL
587,NULL,On a longevity record of the Magellanic penguin,NULL,Scolaro,NULL,1990,J Field Ornithol,61,377-484,NULL,NULL,NULL
588,NULL,"A model life table for Magellanic Penguins (Spheniscus magellanicus) at Punta Tombo, Argentina",NULL,Scolaro,NULL,1990,J Field Ornithol,58,432-441,NULL,NULL,NULL
589,NULL,The Shrew Site,http://members.chello.at/natura/shrew/index.html,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
590,NULL,ChimpanZoo,http://www.chimpanzoo.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
591,NULL,Aquaculture Sourcebook: A Guide to North American Species,NULL,Edwin Iversen and Kay Hale,Van Nostrand Reinhold: New York,1992,NULL,NULL,NULL,NULL,NULL,NULL
